	Title	Location	Company	Salary	Synopsis	origin	mean_annual_salary
130	Mathematical Statistician	Washington, DC	US Environmental Protection Agency	$106,823 - $138,868 a year	U.S. Citizens, Nationals or those who owe allegiance to the U.S.	Alexandria	122845.5
131	Senior Data Scientist	Remote in Arlington, VA+3 locations	Interos, Inc.	$120,000 - $160,000 a year	Strong understanding of data science fundamentals and data analysis techniques.Analyzing large open source and proprietary data sets to identify actionable…	Alexandria	140000.0
132	Data Scientist	Springfield, VA+6 locations	Accenture Federal Services	Up to $10,000 a month	Explores data sets and verifies data quality to gain an understanding of relevant data, then identifies differences in data distribution that could affect…	Alexandria	120000.0
133	Senior Data Scientist	Washington, DC+3 locations	MissionWired	$85,000 - $135,000 a year	Experience managing data warehouses and/or data lakes;Ability to build and optimize data pipelines, architectures, and data sets;	Alexandria	110000.0
134	Senior Data Scientist	Remote in Washington, DC	Gtmhub	$130,000 - $160,000 a year	Maintain day-to-day data aggregation responsibilities and the integrity of the data;Familiarity with data management tools;Access to a 401(k)/Roth 401(k).	Alexandria	145000.0
135	Healthcare Informatics – Data Scientist	Washington, DC 20001 (Judiciary Square area)	Carson Solutions LLC	Up to $92 an hour	D) Experience with data visualization.Identifies data quality issues for review and resolution.Transforms business data into dashboards and visualization…	Alexandria	191360.0
136	Predictive Modeler II	Vienna, VA 22180+1 location	Navy Federal Credit Union	$72,300 - $123,500 a year	Effective skill in analytical/data collection tools such as SAS, R, Python, Hadoop, Tableau, SQL.Participate in analyses and discussions regarding loss…	Alexandria	97900.0
137	Intelligence Research Specialist (Data Scientist)	Washington, DC	US Treasury, Departmental Offices	$61,947 - $116,788 a year	Duties Pursuant to 50 USC § 3024 (v), and with concurrence and consultation with the Director of National Intelligence and the Director of the Office of…	Alexandria	89367.5
138	Intelligence Research Specialist (Data Scientist)	Washington, DC	US Treasury, Departmental Offices	$61,947 - $116,788 a year	Experience conducting data science techniques or data analysis; OR.Experience analyzing and interpreting large data sets using data software programs; OR.	Alexandria	89367.5
139	Senior/Lead Data Scientist	Washington, DC	Salesforce	$82,400 a year	Each team is made up of data scientists, engineers, growth analysts, and information management experts who are dedicated to driving product strategy with data…	Alexandria	82400.0
140	Lead Data Scientist	Remote in Washington, DC	SAIC	$155,001 - $165,000 a year	Study appropriate datasets and transform data science prototypes.Has familiarity with data wrangling, analytics, and visualization software and programming…	Alexandria	160000.5
141	Computer Vision and Remote Sensing Data Scientist	Washington, DC	Amazon Web Services, Inc.	$153,000 - $208,000 a year	Ability to lead and mentor scientists.3+ years of experience in a ML or data scientist role and a track record of building ML or DL models.	Alexandria	180500.0
142	Senior Data Analyst	Washington, DC 20009 (Adams Morgan area)	Mary's Center	$68,000 - $90,000 a year	Supports and advises Data Analyst I on data management, data organization, data reporting and analysis.Presents at select meetings on relevant data analyses,…	Alexandria	79000.0
143	Senior Data Analyst	Washington, DC 20001 (Mount Vernon Square area)	American Dental Education Association	$75,000 - $85,000 a year	Analyzes quantitative survey data and build data visualizations and reports using quantitative survey data.11.Use data visualization tools including dashboards…	Alexandria	80000.0
144	Associate Data Scientist	Washington, DC+1 location	MissionWired	$55,000 - $75,000 a year	Ability to optimize data pipelines, architectures, and data sets.Overview: * We are looking for an associate data scientist to join us in bringing machine…	Alexandria	65000.0
145	Deputy Director, Privacy & Data Project	Temporarily Remote in Washington, DC 20005	Center for Democracy and Technology	$85,000 - $130,000 a year	The Deputy will also focus on direct-to-company advocacy to improve corporate data practices.Engage directly with technology companies to advocate for and…	Alexandria	107500.0
146	Senior Software Engineer, Data	Remote in Arlington, VA	Interos, Inc.	$120,000 - $160,000 a year	Enjoy optimizing complex data models for comprehension and performance.Create connectors for ingesting data from third party databases, APIs, and web sites.	Alexandria	140000.0
147	Senior Broadband and Digital Equity Data Analyst	Washington, DC 20003 (Navy Yard area)	Carson Solutions LLC	Up to $53 an hour	Manage all geospatial data collection and statistical analysis related to broadband and digital equity.Analyzes information and statistical data to prepare…	Alexandria	110240.0
148	Statistician, GS-1530-13, DE, (Open Continuous)	Washington, DC 20202 (Southwest Federal Center area)	US Office for Civil Rights	$103,690 - $134,798 a year	Experience publishing high-quality reports on data from large data files with many data elements, and effectively communicating about such reports with internal…	Alexandria	119244.0
149	Public Notice for Statistician (Direct Hire)	Washington, DC	US Federal Aviation Administration	$47,813 - $155,403 a year	Examples may include but are not limited to: recognize and evaluate significant and critical factors in research; solve complex problems (or advise others on…	Alexandria	101608.0
150	Data Plane Engineer	Remote in Washington, DC 20057+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	Alexandria	170000.0
151	REMOTE: Senior Software Engineer with leading AI analytics f...	Remote in Washington, DC 20001	CyberCoders	$130,000 - $150,000 a year	The team is focused on developing complex, AI-based algorithms and forecasting applications for risk management and decision support in the finance industry.	Alexandria	140000.0
152	R&D Engineer – AI, Machine Learning, Ultrasound, NDT/SHM	Gaithersburg, MD 20878	X-wave Innovations, Inc.	$79,390 - $193,253 a year	5 years in AI, ML, Signal/image processing, data analysis.Ph.D. or M.S. with 5+ years of hands-on experience in algorithms and application software development…	Alexandria	136321.5
153	Software Engineer (Deep Learning)	Rockville, MD 20850	Barrow Wise Consulting	$84,000 - $110,000 a year	Utilizes big data computation and storage models to create prototypes and data sets.Designs and develops scalable solutions using AI and deep learning models.	Alexandria	97000.0
154	Senior Logistics Data Analyst	Herndon, VA 20170	Yakshna Solutions	$80,000 - $90,000 a year	Documented experience using Tools for Oracle Application Development (TOAD) to develop tables, load data and construct structured query language (SQL0 for data…	Alexandria	85000.0
155	Senior Big Data/Machine Learning Engineer (BHJOB1435_28491)	McLean, VA 22102	Astyra Corporation	$80 - $85 an hour	AML Customer Data Team - provides central location for customer data, reforming searching for different sanction lists.Job Types: Full-time, Contract.	Alexandria	171600.0
156	Senior Data Architect	Bethesda, MD 20816+1 location	Peraton	Up to $221,700 a year	Work with data scientists to support the expansion of Machine Learning and Artificial Intelligence, and big data analytics to design, model, document, and guide…	Alexandria	221700.0
157	Principal Statistical Programmer	United States	AL2S3 LTD	$150,000 - $170,000 a year	They are proud of their culture of engagement and accountability that rewards employees for innovative thinking and achievement of key objectives.	Alexandria	160000.0
158	Data Scientist	Washington, DC+2 locations	US Federal Aviation Administration	$112,187 - $173,922 a year	U.S. Citizens, Nationals or those who owe allegiance to the U.S.Also open to those eligible for 30% or more Disabled.	Alexandria	143054.5
159	Data Scientist I	Vienna, VA 22180+3 locations	Navy Federal Credit Union	$101,500 - $156,100 a year	Moderate skill data mining, data wrangling, and data transformation with both structured and unstructured data; deep understanding of data models.	Alexandria	128800.0
160	Data Scientist	Washington, DC	US Federal Aviation Administration	$112,187 - $173,922 a year	Help This job is open to The public U.S. Citizens, Nationals or those who owe allegiance to the U.S. Individuals with disabilities Veterans Special…	Alexandria	143054.5
161	Biologist/Ecologist (Data Scientist)	Washington, DC 20242 (East Potomac Park area)	US National Park Service	$74,950 - $97,430 a year	Duties Directs an intricate program of data science activities that involve sensitive and complex topics that may impact a wide variety of park issues.…	Alexandria	86190.0
162	Data Scientist	Remote in Washington, DC 20005+1 location	S&P Global	$68,300 - $155,900 a year	Segment: Market Intelligence The Role: Data Scientist III Location: Boston or Remote, EST Time Zone GL: 10 (for internal use only) At S&P Global Market…	Alexandria	112100.0
